artist,beg_1mfcc_mean,beg_1mfcc_std,beg_2mfcc_mean,beg_2mfcc_std,beg_3mfcc_mean,beg_3mfcc_std,beg_4mfcc_mean,beg_4mfcc_std,beg_5mfcc_mean,beg_5mfcc_std,beg_amp1,beg_amp2,beg_amp_max_folded,beg_beat_strength,beg_centroid_mean,beg_centroid_std,beg_flow_mean,beg_flow_std,beg_intrvl_peaks_folded,beg_lowenergy,beg_per1,beg_per2,beg_per_max_folded,beg_per_max_unfolded,beg_pitch_strength,beg_ratio_amp1_amp2,beg_rolloff_mean,beg_rolloff_std,beg_zrc_mean,beg_zrc_std,end_1mfcc_mean,end_1mfcc_std,end_2mfcc_mean,end_2mfcc_std,end_3mfcc_mean,end_3mfcc_std,end_4mfcc_mean,end_4mfcc_std,end_5mfcc_mean,end_5mfcc_std,end_amp1,end_amp2,end_amp_max_folded,end_beat_strength,end_centroid_mean,end_centroid_std,end_flow_mean,end_flow_std,end_intrvl_peaks_folded,end_lowenergy,end_per1,end_per2,end_per_max_folded,end_per_max_unfolded,end_pitch_strength,end_ratio_amp1_amp2,end_rolloff_mean,end_rolloff_std,end_zrc_mean,end_zrc_std,mid_1mfcc_mean,mid_1mfcc_std,mid_2mfcc_mean,mid_2mfcc_std,mid_3mfcc_mean,mid_3mfcc_std,mid_4mfcc_mean,mid_4mfcc_std,mid_5mfcc_mean,mid_5mfcc_std,mid_amp1,mid_amp2,mid_amp_max_folded,mid_beat_strength,mid_centroid_mean,mid_centroid_std,mid_flow_mean,mid_flow_std,mid_intrvl_peaks_folded,mid_lowenergy,mid_per1,mid_per2,mid_per_max_folded,mid_per_max_unfolded,mid_pitch_strength,mid_ratio_amp1_amp2,mid_rolloff_mean,mid_rolloff_std,mid_zrc_mean,mid_zrc_std,song,freq_fin,weights_fin
Meghan Trainor,734.880817592,141.35202876600002,110.026175421,41.336330743699996,-42.9988137083,26.8871612502,-22.133870075500003,55.6972280479,-24.449550069,18.2938925839,0.5438401708199999,0.126420793466,770148139.0,247850550.648,2486.68530273,806.1452636719998,2.0150396823900003,0.0246861875057,3,0.6800000071529999,198,183,3,46.933857501800006,5075248665.0,0.232459461895,74671.8671875,38634.3046875,0.0643647238612,0.00378405326046,938.478405263,129.41597938700002,147.850559709,47.997610233500005,-38.5775034848,20.491351501900002,44.5889395401,21.2620538139,-26.9033415855,15.698022822999999,0.418833485832,0.306003170488,3592185831.0,1780886170.41,3416.12451172,42.082359314,2.00183534622,0.00972043070942,3,0.40000000596,198,149,2,65.4294727649,20974128132.0,0.73060817924,116735.92968800002,1399.46520996,0.0668950378895,0.00090919964714,939.533067472,62.7075138685,147.076945108,25.709890436,-51.8144069103,22.0945444937,41.3687986375,20.8200962086,-33.119181594000004,18.9510163183,0.19274518646,0.192520441867,1937522011.0,1178769189.48,3390.25073242,30.9278354645,2.00505805016,0.0147464200854,2,0.519999980927,149,113,3,29.5259205937,13784941138.0,0.99883398077,113702.0,1048.15344238,0.0733854398131,0.00335831008852,Dear Future Husband,pop,doo-wop
Meghan Trainor,893.013390269,57.8947832559,128.160964923,30.693526994099997,-40.369335174,30.7490841223,41.873294344899996,20.9151690527,-17.1574073517,23.5109762456,0.380987959898,0.371185800012,1121955873.0,3666455177.38,3631.61669922,24.880620956399998,1.9981584549,0.00937980879098,1,0.519999980927,173,130,4,70.47026558649999,7042618146.0,0.974271733186,128074.60156199998,1516.86181641,0.07209946960210001,0.00187696854118,909.9166847930001,128.359915259,122.922234099,40.1281132932,-54.07653716340001,26.1495291776,35.4240468613,22.419489899499997,-28.9703749088,16.8284969427,0.299111283316,0.259776508015,1337004912.0,1265956830.2,3742.76196289,53.729057311999995,2.00098323822,0.005763074383140001,1,0.600000023842,189,173,4,52.0195500087,9326742515.0,0.8684945119249999,126237.33593800002,2094.69580078,0.0905122682452,0.00192909140605,913.869058313,50.9250932192,126.68692427,31.304038263000002,-49.127936785699994,26.484311842199997,39.9763701783,21.0328375484,-23.7362651082,20.9896371622,0.390543945117,0.294577125641,1197034634.0,2352441990.02,3588.08032227,84.70259857180001,1.98257470131,0.00801370386034,2,0.360000014305,173,130,4,28.7388604941,8345068518.0,0.754273953864,123615.0,4448.82080078,0.08045280724760001,0.00290201674215,Lips Are Movin,pop,doo-wop
Ed Sheeran,714.160278315,59.789993396999996,187.05399382599998,23.1701683075,-13.9703803393,28.453713924499997,32.7130188463,20.150129003,20.5027916855,13.8672435105,0.211861505234,0.190534524403,221573526.0,132508312.019,1754.7277832000002,26.938764572100002,1.95328140259,0.0339789390564,7,0.439999997616,194,109,10,62.6556686271,1215109983.0,0.899335271845,58190.3984375,1020.684021,0.0206444952637,0.00200390513055,706.964314417,92.9131457642,154.945175523,44.048532441599995,-7.828268446869999,25.2613940881,47.8252115786,24.593252695100002,5.16955067089,21.1813955061,0.103116528859,0.0954301477769,436347782.0,210267007.513,2416.75390625,46.602828979499996,2.0004739761400003,0.0380504056811,5,0.439999997616,143,142,7,55.1759628787,2310232904.0,0.925459272462,104019.796875,1254.28100586,0.023465860635,0.00184276467189,933.184265949,29.118405439,198.537283078,11.236907882799999,-72.2019124789,13.5375583958,53.0046921187,14.8445877004,-9.42603342626,13.5342530945,0.392630601888,0.308512879955,3188061635.0,1172229730.69,2239.22216797,34.305332183800004,2.03420233727,0.0121435970068,1,0.479999989271,145,109,6,66.0469879572,15249527434.0,0.7857586201160001,68505.3984375,2777.7746582,0.0514676757157,0.00198619463481,Give Me Love,pop,singer-songwriter
Ed Sheeran,755.7876023539999,64.6601127598,178.688723019,23.5287854814,-9.5944759466,25.275573659699997,38.239539853400004,26.5643298805,18.8640910004,29.921839823200003,0.17577769049699998,0.14840607541200002,1101879594.0,429238994.216,2472.09033203,154.975494385,1.94404888153,0.0191911105067,5,0.6399999856949999,150,100,5,53.0382167797,4778797348.0,0.844282769857,104232.929688,5776.96044922,0.0262769460678,0.00342549523339,824.3113048419998,113.19247766,167.12627528299998,42.570801796,-30.116084221199998,32.1338462824,53.2386128452,23.6407675364,-4.09159944685,19.9376703178,0.1976914206,0.152769849677,1107778998.0,474807972.318,2266.86523438,61.3469543457,2.03276538849,0.0113652106375,5,0.479999989271,199,150,5,65.0876100814,7160517610.0,0.772769244176,83423.1328125,2964.46313477,0.0379557572305,0.00445581274107,870.797439064,44.1965224977,173.345879065,20.418969158,-35.4180267321,22.3028892951,69.2154419422,18.4270318361,-3.63480918573,17.8763903284,0.237330561315,0.138843388167,1377502314.0,697922765.464,2431.42431641,64.8195571899,1.9890499115,0.0233208183199,3,0.5600000023839999,149,92,5,49.175079641,9887456090.0,0.585021108946,93797.796875,3917.68139648,0.0413971282542,0.00236723362468,Lego House,pop,singer-songwriter
Ed Sheeran,691.7459495339999,107.128269119,124.335052372,37.5584882746,4.34676961652,32.8150268928,40.8004844462,21.7565707622,10.573716194400001,29.087980172199998,0.251518403395,0.189749102981,195352255.0,442752950.451,3191.99755859,132.838882446,1.97760176659,0.00859812367707,5,0.6399999856949999,148,147,7,67.2631788842,986091289.0,0.75441439044,125966.203125,6500.21728516,0.0449640713632,0.00286929216236,774.183275058,130.39234493700002,155.068128011,50.38367712260001,-15.5026964748,31.487071010500003,41.5753350511,18.3080540647,-5.49918776209,21.3296720569,0.322019158649,0.226923069492,383674269.0,729120372.962,2317.56811523,95.7108230591,2.01292824745,0.0127019826323,7,0.360000014305,148,131,2,67.3066226724,2689509210.0,0.7046881013070001,75128.8671875,3897.93212891,0.0385781824589,0.005251088179649999,784.13877647,74.7221618359,160.79920089700002,27.661453918600007,-9.01478591897,29.8328215427,46.7151097872,21.753508276999998,-4.41241071694,23.123031595,0.389980396526,0.207588305375,294205782.0,560453275.144,2941.45898438,124.20716095,1.98413074017,0.014273677021299997,2,0.479999989271,148,98,9,67.3066226724,2251221369.0,0.5323044625410001,104404.398438,6670.70068359,0.0414564870298,0.00245806458406,Thinking Out Loud,pop,singer-songwriter
Adele,769.498254567,71.8821051581,174.486288429,22.0157745333,-28.6653319961,38.7145691369,19.4035948271,19.7122135302,8.54141560671,20.7138200708,0.209454385266,0.13605052501700002,1019743277.0,663732520.762,2157.13427734,105.118026733,2.01504468918,0.0106722814962,1,0.479999989271,180,96,11,47.2130948536,4240154312.0,0.649547274192,55073.6015625,4982.23828125,0.043738875538099985,0.00489961681888,883.28413648,109.036739325,170.39493139299998,37.2431385643,-51.6625187234,30.382302787600004,44.8215195341,26.013896472800003,-8.44666867523,16.677127021700002,0.285288204501,0.216776519974,2256785919.0,1223483286.16,2569.81005859,24.0038223267,2.01075696945,0.00793887674809,7,0.319999992847,110,96,4,59.2130948536,14764671489.0,0.7598509736969999,84296.796875,1268.84472656,0.0571534410119,0.006350982002909999,922.3251130230001,49.1351896816,173.348100077,14.2653809692,-56.493641002299995,22.779167031,62.1599324892,17.0738357458,-15.4916452642,15.1624173149,0.441228950177,0.174178935619,2656792090.0,1831520472.84,2616.68505859,66.3513717651,2.06049704552,0.00903549417853,7,0.600000023842,193,110,4,64.2281349474,17419025545.0,0.394758629391,89631.265625,1098.08105469,0.0536083653569,0.00487141450867,One And Only,pop,pop
Adele,754.29038262,98.43976669979999,138.884929202,37.7995164775,-20.8991867396,38.3283648966,46.636318487,22.7616845211,-0.205139247375,21.920491517800002,0.309444458458,0.217364174895,621381455.0,405995126.482,2574.91674805,68.2212677002,1.95100235939,0.0135506326333,1,0.7599999904629999,197,98,9,68.8815570717,2378263986.0,0.702433567492,96686.0,2237.05029297,0.0476865693927,0.00259276293218,940.4698220989999,107.54153653600001,170.14712543299999,39.7444609884,-68.6768031628,24.418829246199998,61.1148500408,16.1899034893,-15.003881158399999,11.4609923071,0.31566489310400003,0.166764506469,4288094765.0,1660742881.42,2598.8996582,15.215621948199999,2.00534248352,0.030657805502400007,1,0.5600000023839999,105,98,4,76.3057109121,22023154030.0,0.528296019331,81846.6015625,1400.33227539,0.0587191730738,0.00118579308037,935.824786493,38.0528609996,177.24807766400002,12.7664510786,-59.836951711000005,15.1220486298,59.4584605904,14.837216449300001,-13.2436915274,12.7405196639,0.3795688895530001,0.31182946194600003,2993749105.0,3371070449.78,2587.57861328,18.2897090912,2.00733494759,0.0232451800257,4,0.600000023842,196,175,4,75.4597488891,18262265667.0,0.821535880649,87272.0,806.320861816,0.0558783560991,0.00213218294084,Rolling In The Deep,pop,pop
Adele,894.761280112,62.3594786284,180.573942115,19.644016482999998,-35.4218526951,23.217778903499998,62.0045839712,18.598565623,-15.3801843867,12.804903075,0.244549547877,0.20452436245,3009439100.0,3416603342.71,2221.99853516,53.0539932251,1.52671122551,0.131531834602,6,0.40000000596,149,112,2,46.7925314885,20832647942.0,0.8363309776100001,78925.3984375,2634.67724609,0.0350822880864,0.0040446203202,913.513715613,126.108265069,178.34870352,45.7547539244,-51.324308627200004,36.953863058,48.0450121047,21.191568,-19.822548616400002,14.0848415676,0.276281329587,0.241514418243,4292819975.0,1024765196.96,2417.03466797,53.29085540770001,1.9394659996,0.00791042111814,1,0.280000001192,149,112,9,69.0393015844,21870694525.0,0.8741611986740001,83308.46875,1933.4864502,0.051724363118400014,0.00288118375465,952.802741375,44.8096426279,188.354449525,19.0425216079,-65.8314703039,16.4385175508,60.320990109899995,16.229525894400002,-25.3788667374,12.048209377200001,0.131724272847,0.102710860752,3455783618.0,1150523924.96,2440.46435547,24.120302200300003,1.86614465714,0.012650243938,1,0.280000001192,138,85,9,62.7688215821,24017553083.0,0.7797413379629999,82824.203125,767.6032104489999,0.053864248096900005,0.0017137422692,Rumor Has It,pop,pop
Adele,812.879389488,66.5004794998,175.10705440200005,17.5226174527,-43.173142498800004,21.963115591599998,17.8672204243,36.634061006799996,-2.42549730748,15.051357624200001,0.339268871886,0.32196554457800003,987184378.0,1012621631.53,2337.12084961,49.349571228,2.00203299522,0.014903825707700004,11,0.319999992847,180,135,11,71.3853583694,3795521872.0,0.948998187746,73616.203125,1817.42004395,0.0476214662194,0.00143994682003,916.096814647,147.107858578,163.908137097,52.53875087260001,-75.3298190567,33.249734890300005,44.7174472973,25.0878360016,-25.6518549047,10.3019362112,0.161315699214,0.151276361436,3604309979.0,435314170.215,2579.54125977,10.8986797333,2.03464531898,0.0181260425597,2,0.20000000298,179,161,11,66.3247319969,24211434841.0,0.937765897385,79195.8671875,294.08679199200003,0.0661185160279,0.00167522660922,958.72488051,19.6698509579,187.42671591099997,8.726209648660001,-83.3446968996,10.6229725772,59.34812361979999,9.922312349039998,-21.345157013399998,8.42597923492,0.220520235493,0.175826329967,3144814573.0,658387688.237,2587.2253418,31.0799770355,2.03367495537,0.0129475593567,11,0.439999997616,170,101,11,71.5219455906,20132165386.0,0.7973251505660001,80353.3359375,1511.44348145,0.061895892024,0.0012495927512599998,Set Fire To The Rain,pop,pop
Adele,772.4292127719998,61.9434676224,202.315907262,22.6326370129,-1.05330862165,30.387011345599998,-6.4989242868,22.6086456986,-3.59101440107,15.7210155555,0.362400486697,0.14372081623,729340952.0,469327595.46300006,1936.01049805,340.24441528299997,1.93524241447,0.019670182839,1,0.519999980927,168,162,2,48.416753723199996,4986603930.0,0.396580086137,63371.93359380001,21285.8789062,0.0326783582568,0.00177527125925,737.5960375889999,131.294245577,169.11096216200002,53.23589718310001,12.1640202304,54.1897513024,18.703203398499998,23.283868627600004,-14.4705586801,16.3715035985,0.226493590722,0.13699391371300002,835244142.0,231397783.475,2216.01953125,293.837921143,2.00776481628,0.0440645217896,1,0.5600000023839999,193,192,11,33.0,6250201491.0,0.604846756483,79640.734375,17622.8925781,0.0335627123713,0.012426959350700002,856.5751227769998,38.7245173324,206.037318555,20.4557083726,-29.4908148227,19.2743466364,27.4761635823,22.995284568000002,-11.605879701800001,18.241621988,0.320158677715,0.293056779995,1535023703.0,381808198.795,2105.98583984,61.4106216431,1.97428834438,0.00662581063807,1,0.600000023842,155,144,3,54.9116472027,12026318135.0,0.915348545562,74997.6015625,4448.69921875,0.035318214446300004,0.00166584248655,Someone Like You,pop,pop
Vanessa Carlton,836.991159708,108.479815029,157.18623492700002,28.373221250900002,-12.180329606199999,28.5347141463,49.37034101840001,30.825097563299998,-16.507966386099998,22.4958443061,0.260046826324,0.228970398762,2381881034.0,1574970878.72,3415.63061523,142.179840088,2.01324009895,0.015286795795,10,0.40000000596,178,89,0,72.352034618,11257153771.0,0.8804968012809999,132851.671875,4555.70898438,0.0538871251047,0.00439053727314,887.069636097,109.85397453899999,162.14611069999995,22.3130298418,-25.941489444800002,33.4915075555,57.7496621626,32.8184719123,-20.3950686584,24.899857206799997,0.177303898693,0.115481717909,2729802989.0,1015168263.41,3685.44897461,232.354492188,1.97793960571,0.0260831862688,10,0.5600000023839999,196,178,10,70.21540003,16284453724.0,0.651320804334,128135.86718800002,6047.31152344,0.0620613768697,0.0168436355889,993.696105566,22.120227499299997,158.136136245,13.929355111800001,-51.6629872922,10.6475655901,77.6108007882,10.880818686900001,-38.602437965,14.9655429419,0.113638591611,0.110367186512,4631540160.0,225680851.888,3709.56982422,125.355140686,2.0405962467200003,0.00831690430641,5,0.360000014305,196,82,0,70.3250878763,28587939114.0,0.971212199554,125520.0,3158.74414062,0.07973887771369999,0.0042938478291,A Thousand Miles,pop,pop
Vanessa Carlton,768.3169334869998,106.70870551700001,166.768927286,27.143387011799998,-36.0994822862,24.7459317082,6.61235886753,50.8537161015,-8.54644366442,19.0074034898,0.392448579897,0.197843715459,378528906.0,222958781.571,3037.22705078,96.3871612549,1.9981045723,0.0293299090117,2,0.40000000596,120,107,1,27.9143074931,2721192008.0,0.5041264654609999,102026.0,4917.29345703,0.057113327086,0.00272269896232,757.102448127,149.690381132,166.203567932,76.05154586649999,-12.8976877552,24.4277692862,-3.16504246986,21.5947385565,-7.50294736901,10.284472085099999,2.33693287639,2.01650275153,1111561762.0,-26741014.3584,1501.76843262,59.0138130188,1.95279037952,0.047462522983599986,2,0.479999989271,199,193,8,57.2344822367,8697320820.0,0.862884326675,35437.6015625,3313.18774414,0.0427925437689,0.0212142448872,865.893300178,38.0484752852,178.75027775900003,29.3771796373,-31.899952784,13.604089976600001,46.6557215635,17.7754263096,0.21186375953,19.0663973377,0.337135263565,0.142695123463,1078668011.0,178014631.908,2962.33618164,213.776885986,1.96687161922,0.0370035804808,8,0.519999980927,193,138,9,69.1956217479,6933632883.0,0.423257780733,105417.398438,9235.42675781,0.048433762043699986,0.0030437090899800004,Blue Pool,pop,pop
Vanessa Carlton,826.104829876,63.8700444116,160.539171057,29.021829660799998,-42.0919166425,22.2573629134,48.1778214818,25.569048666799997,-9.70185128297,18.2616647718,0.153783925751,0.130175656121,627172898.0,300272876.449,2578.06591797,76.7920913696,2.02627158165,0.0170234516263,2,0.479999989271,186,132,11,64.1762238426,4203772703.0,0.8464841529170001,86636.9296875,4916.6328125,0.0552946329117,0.00201086536981,794.792161925,135.938255721,151.1172142,44.0516543821,-42.7429916886,38.905825517800004,49.5696234122,28.775249661500002,0.955362401481,20.0114188216,0.120878704302,0.118221675051,1318961176.0,209244408.351,2787.33935547,82.7294235229,1.90304625034,0.046056535095,7,0.6800000071529999,174,139,4,64.2798908618,6064044061.0,0.978019045902,89921.734375,2428.89477539,0.054307885468,0.004673480987550001,941.4705067689999,30.4213393571,174.169805457,16.8918116545,-80.8461863193,13.4969841531,84.00496455220001,12.4487925579,-19.1107748605,10.9662412875,0.238652266886,0.195048880819,2858619199.0,488712907.494,3056.23168945,61.3966598511,1.99023640156,0.0196184813976,7,0.479999989271,185,154,4,64.2281349474,15526997370.0,0.817293224842,95971.53125,2226.58764648,0.076996922493,0.00118749879766,Ordinary Day,pop,pop
Vanessa Carlton,823.7276578780002,66.537381166,166.486084219,36.9142896077,-34.8865160647,29.4834019325,66.4694899597,18.9808965902,-2.91251263885,17.4076151228,0.4102965097020001,0.22277038601,788653730.0,707602102.1930001,2469.62036133,32.340435028099996,1.94885575771,0.0276710409671,5,0.6399999856949999,127,125,2,67.3066226724,6033801453.0,0.542949746689,79955.3359375,4937.34082031,0.0368283204734,0.00492540746927,804.70274464,135.232112155,138.43900806,45.6981254992,-46.7835475661,32.5638273296,67.2093404696,29.118142263699998,-5.60777488158,15.0427365496,0.244247168237,0.193102894065,501948927.0,351815402.616,3216.94116211,91.8043289185,1.99593687057,0.00709974952042,7,0.479999989271,198,195,11,59.3510425197,3793348003.0,0.7906044334469999,101071.070312,1760.2902832000002,0.0772232785821,0.0030674012377900003,927.1963020139999,27.4205202273,170.699198107,15.480275177200001,-67.5249110111,15.482762980899999,74.21829552189999,17.0301111237,-20.1517227111,15.283945555899999,0.362052427657,0.272996040224,1619280955.0,679496173.07,3105.78759766,37.897567749000004,1.99708926678,0.00359208276495,2,0.600000023842,170,127,2,67.2631788842,12538398037.0,0.754023504249,100778.46875,2625.07446289,0.0814736187458,0.0030095067340900005,Pretty Baby,pop,pop
Vanessa Carlton,826.078894568,74.44575262949999,126.462440454,32.4542988681,-6.4531702846300005,18.158450619,33.8143213521,24.9896406762,-22.3943528306,20.9987067651,0.242596889483,0.136234803598,843945492.0,451776353.264,4525.71240234,103.820037842,2.03410816193,0.0490921214223,5,0.439999997616,184,168,4,39.9143074931,6040056136.0,0.561568633003,161384.0625,3154.26513672,0.0666105300188,0.00203033676371,931.5768254410001,80.962829973,148.045595534,21.608942748,-30.7028715162,23.6022234627,51.3754084197,19.087152238199998,-16.5323460871,15.642540417100001,0.297906481253,0.226804394802,1899387450.0,635606784.789,3689.0078125,54.5216598511,1.99035453796,0.0203022565693,7,0.280000001192,184,126,4,64.1762238426,12857335926.0,0.7613274939460001,132528.734375,2232.52148438,0.07051891833539999,0.00365222105756,955.8730812910001,26.344863664699997,144.099170735,20.6637895603,-33.3456607423,13.422264972999999,55.1952877907,12.331330443399999,-21.4139388223,11.5824707396,0.385141896195,0.221698330091,1749963113.0,1143679666.65,4151.5859375,91.69227600100001,2.03038954735,0.008153114467859999,7,0.479999989271,184,168,4,71.2130948536,12878174628.0,0.575627664197,153045.0625,3507.88208008,0.0777302086353,0.00140875077341,White Houses,pop,pop
Sia,804.3918020469998,78.532791031,171.022310304,27.1870858236,21.721963603699997,35.837959078800004,15.9523139107,21.19375746,2.8552182978400005,17.8752129349,0.497762260778,0.244384416462,939990134.0,1649541078.3,2377.06201172,50.6518478394,1.99086761475,0.0140796434134,1,0.40000000596,156,151,3,73.75271789359999,6148511733.0,0.490966141306,73538.0,4775.94873047,0.0275142360479,0.00277867005207,930.0775912339999,145.507199598,130.60700314,39.2746679361,-22.28011655,26.257930302600002,51.1369515825,18.8515423104,-16.5967016467,20.2822330579,0.443529500955,0.101698795441,4342925992.0,998928977.251,3646.3046875,67.5225067139,1.9988315105400003,0.0169882643968,2,0.280000001192,199,151,6,66.3247319969,20437506658.0,0.22929432027,128617.796875,721.17199707,0.0666242390871,0.00909503269941,885.372492563,79.9680505715,165.456934052,29.1681685033,-4.61247220178,28.1530757194,34.1160578092,25.7849955312,3.4442804493800003,28.4694183229,0.4879185896,0.248717570784,1456760287.0,998461045.205,2857.98413086,421.87377929699994,2.00599575043,0.00945552904159,4,0.7599999904629999,156,151,6,74.3406297512,11036385013.0,0.509752192446,98228.6640625,20868.8007812,0.0364350713789,0.008036608807739999,Big Girls Cry,pop,pop
Sia,930.597670921,87.2803166117,150.47029441799998,21.0130846944,-41.7146276498,20.552237761700002,37.4927465298,27.9684837975,-20.9849315441,12.410838045799998,0.393772561808,0.254288895696,1849657705.0,2222159457.65,3129.64208984,110.387268066,1.66649842262,0.0124087724835,4,0.280000001192,168,112,6,70.21540003,12775278904.0,0.645776065577,105075.132812,4399.97070312,0.0545769706368,0.00393857806921,855.715838261,155.885011284,135.414850349,50.269527052799994,-13.937500598699998,26.5028171915,25.1835430484,29.1261443591,-16.7863338286,14.3429721805,0.363354459978,0.305125766542,2289914280.0,377449597.873,2834.49902344,500.084564209,1.88731718063,0.07291760295630001,7,0.519999980927,168,112,10,39.0485100641,16055651061.0,0.8397468591959999,98569.734375,22971.484375,0.0421658866107,0.00961554609239,947.829552473,63.139678215299995,138.649717261,25.0851913871,-32.3157773831,17.975490359000002,40.8621142286,21.562195120300004,-23.6829415188,20.5662619659,0.40917147004,0.136294502487,2087303760.0,1174286370.08,3863.21386719,43.466083526599995,1.72126841545,0.0308657027781,4,0.439999997616,168,142,10,27.9143074931,15250304587.0,0.333098743355,138349.9375,1656.75720215,0.08028188347819999,0.00285520707257,Burn The Pages,pop,pop
Sia,850.441801492,94.80206848819999,119.835531539,33.6092677755,-22.027731083000003,27.4320616217,27.2375847459,35.607253133200004,-20.893154249400002,20.099988401199997,0.247117820008,0.231648370545,951900533.0,396404914.131,4212.86230469,155.711425781,2.0276432037400003,0.0343288853765,3,0.7599999904629999,82,81,8,49.0509763104,6935274709.0,0.937400510159,145761.40625,1253.75964355,0.0739175602794,0.0037314328365,903.9006529010001,150.351206025,144.434329322,49.249819870799996,-34.733721884299996,28.067926364699996,31.954707328,18.8546001371,-7.8190403381,15.3708408599,0.20293699369000004,0.18316822197,3024027321.0,212885146.962,3640.83398438,92.7430267334,1.99788498878,0.030146220699,2,0.479999989271,163,162,10,68.2768737022,15137917217.0,0.90258665332,132544.59375,2754.05224609,0.0855532363057,0.00610769726336,942.9213029719999,76.4829646404,131.547481888,26.0665648227,-27.1104607021,22.13296394,47.3420635672,27.579579686,-21.559590781500006,16.8119490917,0.12575012039,0.106574844352,2708764993.0,934746554.683,4021.15795898,78.7494430542,2.02543377876,0.0342006795108,2,0.40000000596,186,69,10,70.3978289098,16014593077.0,0.8475128613869999,142646.46875,3154.17504883,0.0762318968773,0.00192726578098,Chandelier,pop,pop
Sia,843.894032095,87.6949247344,146.811392136,26.304938795100004,-27.3862008298,23.326427291799998,25.3868351699,36.7447615743,-23.033854742,16.9687179063,0.343504735603,0.273857460601,703682118.0,2033405603.73,3110.17382812,45.2758140564,1.94886791706,0.023491628468,1,0.360000014305,195,162,1,73.4815007463,4134298730.0,0.797245080537,109303.33593800002,2202.43457031,0.05482408776880001,0.0022491673007600005,914.7749350830001,152.04114940899998,141.627749223,35.4985238521,-34.9536823769,29.454658229699998,34.6616696566,22.530368386,-34.11725959530001,16.5384219582,0.289899903808,0.281260706445,1324353746.0,132834160.62,3602.92578125,42.124633789099995,1.98420643806,0.0188033357263,5,0.280000001192,195,121,2,74.224633736,10513766477.0,0.970199378303,127265.13281199998,1257.72399902,0.074598133564,0.00840158481151,895.146977393,51.1711116043,155.943608315,21.658166475999998,-16.0115424606,20.0468091094,44.5545737022,16.0132336769,-25.5851011358,14.3582621428,0.401484790997,0.128552762424,1211235505.0,1084449109.25,3007.21801758,97.0259552002,1.95748412609,0.0107821682468,5,0.600000023842,162,121,7,42.4619507377,9151435038.0,0.32019335553100003,117429.265625,5155.39746094,0.041898008436,0.00301562342793,Elastic Heart,pop,pop
Celine Dion,763.4800606169998,109.194926545,162.859798821,28.964917530700003,1.01506456536,37.1010089138,32.4583351799,31.5868002863,-11.1135052736,20.8731531422,0.127725878529,0.126501265926,469193439.0,83291224.4912,3235.15380859,85.1112747192,2.06366491318,0.0189152490348,4,0.360000014305,198,94,6,68.2358005145,2855040029.0,0.990412181019,114487.07031199998,4531.625,0.0352369882166,0.00378748239018,856.001284075,120.292271916,150.050865703,30.732684867800003,-38.7300584063,32.7421672986,48.0248273759,20.0548015758,-6.2985918799,23.756682565,0.227779479339,0.161226609897,2337289802.0,-1090150876.04,3087.19433594,151.825897217,1.88725328445,0.135975345969,7,0.519999980927,131,120,3,63.378278901099996,12890552910.0,0.707818853411,100525.398438,5464.88183594,0.0510104298592,0.007577200420199998,954.563249062,29.2013963389,150.940761232,17.8563165114,-51.0216605171,19.4597620238,75.7107798342,12.6181866853,-25.4735235046,13.264632996400001,0.410416624247,0.185721182644,2021441524.0,670262919.444,3622.56689453,219.05435180700002,1.95808315277,0.0244543552399,7,0.6800000071529999,188,164,3,70.506370585,14670195777.0,0.45251866438,122947.53125,8135.05224609,0.0730809792876,0.0053844419308,Alone,pop,pop
Celine Dion,669.491104237,86.3734451195,134.15261055,28.4524654848,11.257117808599999,31.9861980605,33.251484271500004,24.3968324674,0.0397453860493,24.7631539188,0.173058542093,0.160701611366,129423751.0,113902707.078,3382.73071289,234.263809204,2.00001883507,0.0064842323772600005,2,0.5600000023839999,93,92,5,46.06806007270001,993782253.0,0.928596817139,137885.59375,4699.98583984,0.0333099514246,0.00264495913871,733.870368894,66.3857843179,175.71012074900003,27.5034732031,-18.4987791398,18.289398133800002,24.3811094094,19.033116614,9.55766244083,19.0191284384,0.160013555778,0.0992889706032,517401653.0,68114662.8887,2231.41357422,336.08203125,2.00735449791,0.0201833322644,5,0.479999989271,111,66,0,36.6732375327,2287771977.0,0.620503494973,72391.6640625,15774.0273438,0.0290615260601,0.0023985162843,874.374194866,36.6025272471,149.309173381,27.0006107086,-60.0305045933,17.787038158399998,52.327898382200004,12.1398078849,10.9968043142,15.481455186199998,0.374027144459,0.24099568869,542318030.0,127350424.406,3922.38110352,67.56493377689999,1.97261679173,0.00951552018523,7,0.479999989271,170,127,7,60.2218660311,2955718303.0,0.644326734732,129758.734375,7028.10595703,0.0933685079217,0.00190411088988,I Will Always Love You,pop,pop
